Status,Load,Node
1,37.715,131165_DHARAMKOT_132
1,6.528,131166_SWADIKALAN_132
1,26.835,131167_NURMEHAL_132
1,36.264,131168_NAKODAR_132
1,13.055,131169_URBANEST_132
1,3.626,131172_RCFACTORY_132
1,9.427,131173_KHERAMAN_132
1,12.33,131174_ALAWALPUR_132
1,1.45,131175_BEAS_132
1,42.066,131176_HOSHIARPUR_132
1,7.978,131177_TANDA_132
1,5.077,131178_JANDIALA_132
1,4.352,131179_EKALGADA_132
1,28.285,131180_TARANTAR_132
1,31.912,131181_BHIKIWIND_132
1,33.364,131182_NARAINANGAL_132
1,12.33,131183_HAKIMAGARH_132
1,8.703,131184_SAKTRIBAD_132
1,7.978,131185_MALMANDI_132
1,18.857,131186_GTROADAM_132
1,36.264,131187_VERKA_132
1,9.427,131188_POWERCOLONY_132
1,5.077,131191_MAMUN_132
1,21.508,131192_JOGINDERNAGA_132
1,42.792,131195_SARNA_132
1,10.879,131196_TANGRA_132
1,14.505,131198_ANANDPUR_132
1,4.352,131199_KAHANPUR_132
1,23.207,131600_BATALA_132
1,15.231,131602_CHILDERNPARK_132
1,3.626,131603_DHILWAN_132
1,25.385,131605_IGCBHATI_132
1,3.626,131606_JAYANTI_132
1,44.968,131607_KAPURTHALA_132
0,30,131608_KARTARPUR21_132
1,21.759,131610_KATHUNAN_132
1,42.792,131611_MOGA-1_132
1,42.792,131612_MUKATSAR_132
1,7.978,131613_PHILLLOUR_132
1,3.626,131614_SCIENCE_132
1,54.396,131615_ROPAR_132
1,34.018,131680_TALWANDISABO_132
0,8.33,132200_BUTARI_220
0,10.16,132202_SAHNEWAL_220
0,5.3,132209_DERABASSI_220
0,47.317,132219_KHARAR_220
1,0.363,132220_SARNA_220
0,17.249,132229_RAJPURA_220
0,8.21,132230_JAMSHER_220
1,19.43,132234_HIMMATPURA_220
1,47.137,132283_DEVIGARH_220
1,60.923,136000_BUTARI_66
1,63.826,136001_DANDHARIKAL1_66
1,127.65,136002_SAHNEWAL_66
1,76.88,136003_GOBINDGARH1_66
1,76.88,136004_AMLOHROAD_66
1,25.385,136005_VERPAL_66
1,116.044,136006_BAHADR_66
1,85.251,136007_KOTLAJUNGAN_66
1,88.485,136008_KARTARPUR_66
1,98.639,136009_DERABASSI_66
1,101.54,136010_HUMBRAN1_66
1,42.066,136011_CIVILINE_66
1,79.056,136012_JAGRAON_66
1,79.781,136013_GHUBAYA_66
1,83.406,136015_MANSA_66
1,141.089,136016_SUNAM_66
1,84.858,136017_DHURI_66
1,55.121,136018_FATEHGRCHUR_66
1,69.627,136019_KHARAR_66
1,32.638,136020_FEROZPUR_RD_66
1,53.671,136021_BATLA_66
1,102.274,136023_BOTIANWALA_66
1,79.781,136024_JALANDHAR_66
1,79.781,136025_KOHARA_66
1,84.858,136027_SANGRUR_66
1,145.056,136028_JAMALPUR_66
1,108.794,136029_RAJPURA_66
1,75.43,136030_JAMSHER_66
1,89.934,136034_HIMMATPURA_66
1,128.375,136036_GOBINDGARH2_66
1,78.33,136037_LALTONKA_66
1,62.374,136038_BAZAKHANA_66
1,134.903,136041_PATRAN_66
1,108.794,136042_ABLOWAL_66
1,117.496,136043_MALERKOTLA_66
1,34.813,136044_AMLOH_66
1,104.44,136045_RAJLA_66
1,129.101,136046_BARNALA_66
1,34.088,136047_BHATINDA_66
1,39.166,136048_BRAHPURANA_66
1,46.418,136049_KHASA_66
1,119.956,136050_MOHLI_66
0,65.298,136050_MOHLI_66
1,16.681,136051_MAJITHA6_66
1,36.264,136052_K.S.MAL_66
1,7.978,136053_TIBBER_66
1,28.285,136054_AJITWAL_66
1,34.813,136056_MOHALI-II_66
0,17.413,136056_MOHALI-II_66
1,87.034,136057_DHANDARIKAL2_66
1,47.887,136059_SADIQ_66
1,42.626,136060_RASHIANA_66
1,31.912,136061_MALOUT_66
1,28.285,136062_PAKHOWAL_66
1,53.671,136063_NABHA_66
1,44.243,136064_JHUNIR_66
1,37.715,136065_LALRU_66
1,39.166,136066_ALGAON_66
1,34.456,136068_KAPURTHALA_66
1,11.605,136069_REHANAJATTAN_66
1,106,136070_GOBINDGARH-3_66
1,24.994,136071_CHOLASAHIB_66
1,24.994,136072_MASTEWAL_66
1,53.671,136073_MEHALKALAN_66
1,39.99,136074_DORAHA_66
1,7.942,136075_IKOLAHA_66
1,22.414,136076_PASSIANA_66
1,21.261,136077_GAUNSGARH_66
1,25.515,136078_BASSIPATHNA_66
1,22.414,136079_KAKRALA_66
1,21.261,136081_UDHOKE_66
1,38.434,136082_GHULAL66_66
1,7.251,136083_DHANAULA_66
1,6.527,136084_BADSHAHPUR_66
1,13.054,136085_BANGAN_66
1,21.755,136086_CHOGAWAN_66
1,43.51,136087_BANUR_66
1,98.639,136104_LEHRAMOHABBT_66
1,53.671,136927_PATTI_66
1,27.561,136928_DASUYA_66
1,86.018,140001_BAHADURG_132
1,10.288,141100_JIND_132
1,41.319,141102_SAFIDON_132
1,70.506,141103_SAMALKHA_132
1,41.93,141106_NISSING_132
1,10.871,141108_BHUNNA_132
1,37.536,141109_SONEPAT_132
1,84.182,141110_KURUKSHETRA1_132
1,40.948,141111_KIRORI_132
1,9.635,141112_ISHRANA_132
1,70.037,141113_REWARI_132
1,36.843,141114_NARNAUL_132
1,17.829,141114_NARNAUL_132
1,0,141115_NARWANA_132
1,89.602,141117_HANSI_132
1,55.263,141118_MOHINDERGARH_132
1,110.999,141119_PANIPAT_132
1,46.922,141120_DIWANA_132
0,28.82,141120_DIWANA_132
1,10.636,141121_HISAR_132
1,39.1,141122_IA-BHIWANI_132
1,8.132,141123_SIRSA_132
1,12.199,141123_SIRSA_132
1,13.135,141123_SIRSA_132
1,37.536,141124_BAPORA_132
1,6.959,141126_FATEHABAD21_132
1,6.57,141128_RANIA_132
1,4.818,141129_PTPS_132
1,20.332,141130_ROHTAK_132
1,34.408,141130_ROHTAK_132
1,79.261,141131_KARNAL_132
1,62.732,141132_PINJORE_132
1,3.13,141133_ADHOUN_132
1,11.12,141134_IA-HISAR_132
1,2.812,141137_UNISPUR_132
1,78.405,141141_PEHOWA_132
1,0,141142_CHEEKA21_132
1,57.914,141143_KAITHAL_132
1,5.475,141144_KIRMICH_132
1,24.712,141145_ISHERWAL_132
1,13.649,141146_MASUDPUR_132
1,42.229,141147_BHIWANI1_132
1,12.946,141148_NAUTCH_132
1,3.911,141149_BODHNI_132
1,11.466,141150_DHAND_132
1,27.447,141151_ISMAILABAD_132
1,13.135,141152_MALIKPUR_132
1,49.028,141153_BHORE_132
1,22.008,141154_NARWANA-OLD_132
1,12.946,141155_KURUNGWALI_132
1,43.713,141157_INDRI_132
1,13.155,141158_AMIN_132
1,39.1,141159_SAGGA_132
1,17.062,141160_JUNDLA_132
1,41.226,141161_ASSANDH_132
1,20.975,141162_JALMANA_132
1,51.19,141163_MUNAK_132
1,23.459,141164_GHARAUND_132
1,73.571,141165_MADHUBAN_132
1,28.075,141166_NEWAL_132
1,15.64,141167_BHADSON_132
1,7.46,141168_NAGLAMEGHA_132
1,0,141169_NIDANA_132
1,15.954,141170_RAJOUND_132
1,19.284,141171_PAI_132
1,16.579,141172_RASINA_132
1,17.376,141173_KAUL_132
1,32.172,141174_PADLA_132
1,51.469,141175_PUNDRI_132
1,32.223,141176_SAMALKHA21_132
1,14.075,141177_BHAGAL_132
1,6.194,141178_CHAKULAD_132
1,23.459,141179_KHERI-GU_132
1,14.465,141180_THANA_132
1,13.549,141181_KABULPUR_132
1,31.282,141182_HABRI_132
1,33.38,141183_MOHANA_132
1,16.077,141184_HSIIDC-R_132
1,71.491,141185_RAI_132
1,50.047,141186_KUNDLI_132
1,41.867,141187_MURTHAL_132
1,67.205,141188_GANNUAR_132
1,8.867,141189_HARSANA_132
1,10.056,141190_DEEPALPUR_132
1,14.189,141191_KHARKHOD_132
1,20.474,141192_NARWANA-NEW_132
1,6.586,141193_DHAMTAAN_132
1,9.885,141194_GARHI_132
1,5.784,141195_DHANOURI_132
1,26.009,141196_UCHANA_132
1,6.256,141197_GHOGHARI_132
1,0.704,141198_DURALA1_132
1,13.649,141199_NUHIYANWALI_132
1,12.946,141300_SITAMAI_132
1,12.946,141301_BEGA_132
1,76.631,141303_HSIIDC-BAWAL_132
1,12.946,141304_NANGLMOHANP_132
1,12.946,141305_SEKA_132
1,12.946,141306_PALI_132
1,13.474,141307_GARNAWATI_132
1,13.474,141308_KALANAUR_132
1,22.296,141309_BHADANA_132
1,12.387,141310_BADLI_132
1,12.836,141311_ASSAUDHA_132
1,26.124,141312_KANGTHALI_132
1,14.165,141313_MELAGROUND_132
1,30.531,141314_NILOKHERI_132
1,40.173,141315_PIPLI_132
1,17.416,141317_RAMNAGARIA_132
1,15.326,141318_MUNDIAKH_TAP_132
1,21.145,141600_NAGURAN_132
1,26.493,141601_ALEWA_132
1,24.289,141602_KHERI-TA_132
1,20.897,141603_JIND-OLD_132
1,20.051,141604_JULANA_132
1,49.546,141605_JIND-NEW_132
1,13.649,141606_DABLAIN_132
1,58.961,141607_MADLODA_132
1,46.464,141608_CHHAJPUR_132
1,84.001,141609_CHANDOLI_132
1,0,141610_BEHOLI_132
1,0,141611_NAULTHA_132
1,42.229,141612_MDU-ROHTAK_132
1,13.277,141613_SE-3-ROHTAK_132
1,13.277,141614_HSIIDC-ROHTA_132
1,60.997,141615_SAMPLA_132
1,69.131,141616_JHAJJAR_132
1,28.15,141617_BERI_132
1,40.665,141618_MIE_132
1,31.861,141619_GOHANA_132
1,12.946,141620_CHORMAR_132
1,12.511,141621_MUDLANA_132
1,20.332,141622_JASSIA_132
1,22.523,141623_MAHAM_132
1,28.4,141624_GOTHRA-P_132
1,33.811,141625_BAWAL_132
1,32.73,141625_BAWAL_132
1,13.649,141626_DHANONDA_132
1,8.142,141627_KOSLI_132
1,53.647,141628_BUROLI_132
1,17.112,141629_DAHINA_132
1,36.599,141630_SATNALI_132
1,62.279,141631_KANINA_132
1,31.123,141632_N-CHOUDHURY_132
1,55.521,141633_ATELI-MA_132
1,10,141634_BATTA_132
1,13.649,141635_DUDHIAN_132
1,56.305,141636_JUI_132
1,56.305,141637_DIGHAWA_132
1,6.825,141638_STAUNDI_132
1,31.282,141639_BEHAL_132
1,32.845,141640_LOHARU_132
1,18.77,141641_DADR1-HS_132
1,42.229,141642_ATELA-KA_132
1,18.77,141643_MATANHAI_132
1,12.511,141644_BAHU_132
1,53.173,141645_JHOJHUKALAN_132
1,13.649,141646_BIBIPUR_132
1,48.312,141648_BEGU_132
1,12.946,141650_SAGWAN_132
1,16.107,141651_ODHAN_132
1,28.027,141652_DABWALI_132
1,15.469,141653_ASSAKHERA_132
1,39.943,141654_JEEWANAGAR_132
1,23.836,141655_KARIWALA_132
1,22.552,141656_ELLENABAD_132
1,12.887,141657_MADHOSIN_132
1,24.507,141658_NARNAUND_132
1,36.488,141659_MIRAN_132
1,43.119,141660_TOSHAM_132
1,12.946,141661_DADHIBANA_132
1,6.473,141662_LULAAHIR_132
1,12.946,141663_KHANAK_132
1,42.149,141664_BEER_132
1,42.82,141665_ADAMPUR_132
1,44.606,141666_TOHANA_132
1,13.649,141667_UKLANA_132
1,25.087,141668_RATIA_132
1,35.253,141669_AHERWAN_132
1,22.287,141670_DHARSUL_132
1,9.369,141671_JAKHAL_132
1,18.77,141672_BHATTU_132
1,11.433,141673_BHUTHAN_132
1,8.057,141674_ARYA-NANGAL_132
1,40.948,141675_BARWALA_132
1,7.695,141676_TELIWARA_132
1,0.361,141677_KHEDAR_132
1,12.946,141678_BERLA_132
1,12.946,141679_KHAIREKAN_132
1,12.946,141680_SIKANDERPUR_132
1,12.946,141681_DING_132
1,12.946,141682_HALLUWAS_132
1,20.96,141683_KAIT-CIT_132
1,20.019,141684_CHEEKA1_132
1,12.946,141685_RAMBA_132
1,62.079,141686_FAZILPUR_132
1,39.829,141687_ROHTAK-C_132
1,62.56,141688_DADR2-HS_132
1,18.77,141689_NUNAMAJR_132
1,65.688,141690_BHADRA_132
1,53.114,141691_FATEHABAD1_132
1,12.871,141692_SIWAN_132
1,12.946,141694_BIANA_132
1,12.946,141695_DABRI_132
0,10,141696_BALLAH_132
1,19.418,141697_PANIPATS-29_132
1,12.946,141698_IOC_132
1,5.475,141932_BHUSTHAL_132
1,89.145,142233_JORIAN_220
1,12.946,142240_REWARI_SPLIT_220
1,0,142241_CHEEKA_220
0,0,142244_GURGAON-72_220
0,20,142249_JAGA-RAI_220
1,162.552,142266_SAMAIN_220
1,174.164,142320_GURGSEC33_220
1,162.552,142321_GURSEC20_220
1,92.888,142324_HUKMAWALI_220
1,92.888,142325_GURSEC57_220
1,92.888,142326_A4-FARIDBD_220
1,34.833,142327_MUNDH_220
1,34.833,142329_PNCHGAON_220
1,58.055,142330_MEERPRKLN_220
1,13.954,143021_SEWAH_33
1,43.814,143045_GURGAON-72_33
1,12.946,143046_MASUDPUR_33
1,10,143050_SAGWAN_33
1,6.638,143054_MAU_HR_33
1,12.946,143057_CHORMAR_33
1,6.825,143060_DHANONDA_33
1,12.946,143061_DADHIBANA_33
1,6.473,143062_LULAAHIR_33
1,12.946,143063_MOHANA_33
1,10,143064_BATTA_33
1,13.272,143068_NEWRAMPUR_33
1,5,143069_NAWADA_33
1,27.983,143072_RANGALA_RAJ_33
1,107.915,146003_TEPLA_66
1,70.38,146012_DHULKOTE_66
1,242.106,146019_BALABGR1_66
0,30.1,146019_BALABGR1_66
1,163.791,146020_PALLA_66
1,156.398,146022_PALWAL_66
1,13.272,146023_NEWRAMPUR_66
1,110.732,146025_PALI_66
1,29.715,146030_JAGADHARI_66
1,82.577,146043_GURGAON-56_66
1,43.814,146044_GURGAON-72_66
1,13.277,146055_MAU_HR_66
1,6.825,146067_REWALI_66
1,18.685,146070_A5FARIDABAD_66
1,10.217,146071_RANGALA_RAJ_66
1,282.882,146101_BADSHAHPUR1_66
1,96.967,146104_PANCHKULA_66
1,90.711,146105_SHAHBAD1_66
1,229.28,146127_GURGAON_66
1,35.972,146135_YAMUNA_66
1,42.229,146136_SALEMPUR_66
1,204.738,146138_DAULATABAD_66
1,121.991,146139_MANESAR_66
1,0,152200_NARELA_DS_220
1,144.019,152207_PRAGATI_MND_220
1,164.592,152233_GAZIPUR_DL_220
1,113.157,153000_RIDGEVALLEY_33
0,14.42,153000_RIDGEVALLEY_33
1,97.727,153006_RAJGHATG_33
1,126.87,153012_BURARI_33
1,166.651,153013_OKHLA_33
1,97.727,153015_SABJIMANDI_33
1,174.88,153016_SHAHBAGH_33
1,118.301,153021_NARAINA_33
1,108.014,153023_ROHTAK33_33
1,82.296,153024_PARKSTREET_33
1,133.731,153026_LODIROAD_33
1,147.311,153029_PATPARGANJ_33
1,118.301,153030_GEETACOLONY_33
1,72.009,153032_KASHMIRIGATE_33
1,149.162,153035_MASJIDMOTH_33
1,66.866,153036_AIIMS_33
1,46.291,153037_ELECTRICLANE_33
0,0,156001_DEL_GAS6_66
1,72.009,156002_RAJGHAT_66
1,169.736,156004_NARELA_D_66
1,84.148,156005_PATPARGANJ_66
1,61.723,156007_BAWANA_66
1,111.1,156008_OKHLA_66
1,120.872,156009_MEHRAULI_B_66
1,303.468,156010_NAZAFGARH_B_66
1,133.731,156011_VASANTKUJ_66
1,298.324,156014_PAPANKALAN-1_66
1,293.181,156017_ROHINI_66
1,20.255,156017_ROHINI_66
1,63.47,156018_BURARI_66
1,82.296,156019_PARKSTREET_66
1,133.731,156020_SARITAVIHAR_66
1,36.005,156022_ROHTAKROAD_66
1,30.86,156025_DIAL_66
1,216.027,156027_WAZIRABAD_66
1,120.872,156028_MEHRAULI_S_66
1,77.153,156033_KANJHAWALA_66
1,159.449,156034_PAPANKALA-II_66
1,77.153,156038_DSIDCBAWANA_66
0,12.81,156038_DSIDCBAWANA_66
1,164.592,156055_MUNDKA_66
1,18.476,161000_AAU_132
0,0,161000_AAU_132
1,20.856,161001_ABUROAD_132
0,0,161001_ABUROAD_132
1,27.197,161002_AJITGARH_132
0,0,161002_AJITGARH_132
1,10.363,161003_AJOTILA_132
0,0,161003_AJOTILA_132
1,22.605,161004_AKLERA_132
0,0,161004_AKLERA_132
1,38.499,161005_AMET_132
0,0,161005_AMET_132
1,20.641,161006_AMRAPURA_132
0,0,161006_AMRAPURA_132
1,73.452,161008_DAUSA1_132
0,0,161008_DAUSA1_132
1,47.231,161009_ANDHI1_132
0,0,161009_ANDHI1_132
1,36.348,161010_ANTA_132
0,0,161010_ANTA_132
1,34.471,161011_ANTROLI1_132
0,0,161011_ANTROLI1_132
1,17.868,161012_ANUPGARH_132
0,0,161012_ANUPGARH_132
1,26.068,161013_ASIND_132
0,0,161013_ASIND_132
0,0,161014_ASPUR-21_132
1,16.787,161015_ATRU1_132
0,0,161015_ATRU1_132
1,35.537,161016_BABAI1_132
0,0,161016_BABAI1_132
1,0,161017_BADAGAON_132
0,0,161017_BADAGAON_132
1,10.363,161018_BADESAR1_132
0,0,161018_BADESAR1_132
1,57.973,161019_BADISADAR_132
0,0,161019_BADISADAR_132
1,27.631,161020_BADNU1_132
0,0,161020_BADNU1_132
1,16.578,161022_BAGGER_132
0,0,161022_BAGGER_132
1,12.079,161023_BAGIDRA_132
0,0,161023_BAGIDRA_132
1,9.572,161024_BAGORA1_132
0,0,161024_BAGORA1_132
1,24.441,161025_BAGOT1_132
0,0,161025_BAGOT1_132
1,30.345,161026_BAGRA1_132
0,0,161026_BAGRA1_132
1,31.154,161027_BAGRU1_132
0,0,161027_BAGRU1_132
1,32.452,161028_BAJJU_132
1,22.605,161029_BAKANI1_132
0,0,161029_BAKANI1_132
1,12.718,161030_BALAWALA_132
0,0,161030_BALAWALA_132
1,32.387,161031_BALESAR_132
0,0,161031_BALESAR_132
1,84.501,161032_BANAR1_132
0,0,161032_BANAR1_132
1,42.211,161033_BANDIKUI_132
0,0,161033_BANDIKUI_132
1,56.8,161034_BANSUR_132
0,0,161034_BANSUR_132
1,70.402,161035_BAORI1_132
0,0,161035_BAORI1_132
0,0,161036_BAP1_132
0,0,161037_BARLI-21_132
1,27.631,161038_BARMER1_132
0,0,161038_BARMER1_132
1,27.479,161039_BAROLI_132
0,0,161039_BAROLI_132
1,30.533,161040_BASERI1_132
0,0,161040_BASERI1_132
1,10.363,161041_BASSI-CH_132
0,0,161041_BASSI-CH_132
1,42.211,161042_BASSI1_132
0,0,161042_BASSI1_132
1,39.936,161043_BAYANA_132
0,0,161043_BAYANA_132
1,16.972,161044_BEGOD_132
0,0,161044_BEGOD_132
1,25.439,161045_BEGUN_132
0,0,161045_BEGUN_132
1,45.405,161046_BEHRORE_132
0,0,161046_BEHRORE_132
1,8.882,161048_BHADOTI1_132
0,0,161048_BHADOTI1_132
1,26.133,161049_BHADRA_132
0,0,161049_BHADRA_132
0,0,161050_BHADWASI_132
1,18.894,161051_BHANKROT_132
0,0,161051_BHANKROT_132
1,63.874,161052_BHARATPUR1_132
0,0,161052_BHARATPUR1_132
0,0,161053_BHATEWAR_132
1,38.061,161054_BHAWAMAN_132
0,0,161054_BHAWAMAN_132
1,9.572,161055_BHADROONA_132
0,0,161055_BHADROONA_132
1,26.816,161056_BHERUNDA_132
0,0,161056_BHERUNDA_132
1,34.176,161057_BHERUNDA_132
0,0,161057_BHERUNDA_132
1,64.878,161058_BHINASAR_132
0,0,161058_BHINASAR_132
1,43.481,161059_BHINDER1_132
0,0,161059_BHINDER1_132
1,253.852,161060_BHIWADI1_132
0,0,161060_BHIWADI1_132
1,29.568,161061_BHOPALGARH_132
0,0,161061_BHOPALGARH_132
1,26.611,161062_BHUSAWAR_132
0,0,161062_BHUSAWAR_132
1,18.643,161063_BIDASAR1_132
0,0,161063_BIDASAR1_132
1,24.441,161064_BIDIYAD1_132
0,0,161064_BIDIYAD1_132
1,16.972,161065_BIJOLIA_132
0,0,161065_BIJOLIA_132
1,16.578,161066_BISSAU_132
0,0,161066_BISSAU_132
1,30.715,161067_BORUNDA1_132
0,0,161067_BORUNDA1_132
